breed_name,temperment,image,description,akc_rank,height,height_group,weight,weight_group,life_expectancy,group,brushing_scale,shedding_scale,energy_scale,trainability_scale,temperment_scale,color_options
Brittany,"Bright, Fun-Loving, Upbeat",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19033403/Brittany-1.jpg,"Sportsmen on both sides of the Atlantic cherish the agile, energetic Brittany as a stylish and versatile gundog. Bright and eager at home, and tireless afield, Brittanys require a lot of exercises, preferably with their favorite humans.",Ranks 26 of 197,17.5-20.5 inches,medium,30-40 pounds,middleweight,12-14 years,Sporting Group,60%,60%,100%,100%,80%,"['Liver & White', 'Liver Roan', 'Liver White & Orange', 'Orange & White', 'Orange Roan', 'White & Liver', 'White & Orange', 'Black & White', 'Black White & Orange', 'Blue Roan', 'White Black & Orange']"
Carolina Dog,"Loyal, Independent, Reserved with Strangers",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20113314/Carolina-Dog-standing-outdoors.jpg,"Carolina Dogs are generally shy and suspicious in nature, but once a dog accepts a human into its pack, those behaviors disappear toward that human. A sighthound of medium build, they have the general appearance of a jackal or wolf.",,17.75-19.5 inches,medium,30-55 pounds,middleweight,,Foundation Stock Service,20%,60%,60%,100%,60%,"['Black', 'Black & Tan', 'Buff', 'Red', 'Tawny', 'White', 'Yellow']"
Irish Terrier,"Bold, Dashing, Tenderhearted",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27230925/Irish-Terriers-sitting-together.jpg,"The Irish Terrier, “Daredevil” of the Emerald Isle, is a bold, dashing, and courageous terrier of medium size. Known for his fiery red coat and a temperament to match, the Irish Terrier is stouthearted at work and tenderhearted at home.",Ranks 116 of 197,18 inches,medium,25 pounds,lightweight,13-15 years,Terrier Group,20%,,60%,60%,60%,"['Red', 'Red Wheaten', 'Wheaten']"
Hokkaido,"Dignified, Alert, Devoted",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30144758/Hokkaido.1.jpg,"The Hokkaido is a dog of noteworthy endurance and dignity. His temperament is faithful, docile, very alert, and bold. He also shows accurate judgement and great stamina.",,18-20 inches,medium,44-66 pounds,heavyweight,12-15 years,Foundation Stock Service,40%,60%,80%,80%,,"['Black', 'Black & Tan', 'Brindle', 'Red', 'Red Sesame', 'Sesame', 'White']"
Chinese Shar-Pei,"Loyal, Independent, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/08174941/Chinese-Shar-Pei-standing-on-the-sidewalk.jpg,"This fascinating but challenging breed of ancient pedigree is steadfastly loyal to family, but standoffish with strangers. The Chinese Shar-Pei has physical characteristics that make him a one-of-a-kind companion and guardian dog.",Ranks 64 of 197,18-20 inches,medium,45-60 pounds,heavyweight,8-12 years,Non-Sporting Group,20%,80%,60%,20%,40%,"['Apricot Dilute', 'Black', 'Black Sable', 'Blue', 'Blue Dilute', 'Brown', 'Chocolate Dilute', 'Cream', 'Cream Dilute', 'Cream Sable', 'Fawn', 'Fawn Sable', 'Five Point Red Dilute', 'Isabella Dilute', 'Lilac Dilute', 'Red', 'Red Fawn', 'Red Sable', 'Blue Sable', 'Brown Sable', 'White']"
Lapponian Herder,"Friendly, Energetic, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03092437/lapponian-herder-1-800x600.jpg,"The Lapponian Herder is a medium-sized dog with a medium coat, making them easy to maintain and perfect for any experienced dog owner. They are a wonderful, rounded, diversified dog breed ready to problem solve any task given to them. They can fit into most living environments as long as they are given jobs to do. This breed comes in many colors including grey-brown, black often with lighter undercoats, and white or tan markings. They are aloof with strangers but love their people.",,18-20 inches,medium,70 pounds,super heavyweight,10-14 years,Foundation Stock Service,40%,60%,60%,100%,40%,"['Black', 'Gray', 'Liver']"
Whippet,"Affectionate, Playful, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223025/Whippet-On-White-01.jpg,"The sleek, sweet-faced Whippet, the “Poor Man’s Racehorse,” is lightning quick. He is an amiable, dignified, and gentle soul, but give him something to chase and he’s all business. The name Whippet is synonymous with streamlined grace.",Ranks 61 of 197,18-21 inches,medium,25-40 pounds,lightweight,12-15 years,Hound Group,20%,40%,60%,40%,40%,"['Black', 'Blue', 'Blue Brindle', 'Blue Fawn', 'Cream', 'Fawn', 'Fawn Brindle', 'Red', 'Red Brindle', 'White', 'White & Black', 'White & Blue', 'White & Blue Brindle', 'White & Blue Fawn', 'White & Fawn', 'White & Fawn Brindle', 'White & Red', 'White & Red Brindle']"
Border Collie,"Affectionate, Smart, Energetic",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12235957/Border-Collie-On-White-01.jpg,"A remarkably bright workaholic, the Border Collie is an amazing dog—maybe a bit too amazing for owners without the time, energy, or means to keep it occupied. These energetic dogs will settle down for cuddle time when the workday is done.",Ranks 35 of 197,18-21 inches,medium,30-55 pounds,middleweight,12-15 years,Herding Group,60%,60%,100%,100%,40%,"['Black', 'Blue', 'Blue Merle', 'Brindle', 'Gold', 'Lilac', 'Red', 'Red Merle', 'Sable', 'Sable Merle', 'Saddleback Sable', 'White & Black', 'White & Blue', 'White & Blue Merle', 'White & Red', 'White & Red Merle', 'White Ticked', 'Seal', 'Slate', 'White & Gold', 'White & Sable', 'White & Seal']"
Deutscher Wachtelhund,"Friendly, Versatile, Determined",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/29130931/AdobeStock_1083293871.jpg,"The Deutscher Wachtelhund has a scenting and blood tracking ability comparable to a Bloodhound and can track 40-hour-old wounded game. On a fresh game trail, it must vocalize to inform hunters of its location. They are a versatile breed, virtually unknown to the German non-hunting public, and is only owned by hunters, gamekeepers and professional hunters in Germany.",,18-21 inches,medium,40-55 pounds,middleweight,12-14 years,Foundation Stock Service,40%,,60%,60%,,"['Brown', 'Red']"
Australian Shepherd,"Smart, Work-Oriented, Exuberant",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03173132/Australian-Shepherd.1.jpg,"The Australian Shepherd, a lean, tough ranch dog, is one of those “only in America” stories: a European breed perfected in California by way of Australia. Fixtures on the rodeo circuit, they are closely associated with the cowboy life.",Ranks 17 of 197,18-21 inches,medium,40-55 pounds,middleweight,12-15 years,Herding Group,40%,60%,80%,100%,60%,"['Black', 'Blue Merle', 'Red', 'Red Merle']"
Jindo,"Alert, Intelligent, Bold",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03201430/Jindo.1.jpg,"Loyal, watchful, and intelligent, the Jindo developed as a breed on an island off the coast of South Korea. Medium-sized and natural in appearance, they are valued as independent hunters, discerning guardians, and loyal companions.",,18-22 inches,medium,30-50 pounds,middleweight,14 years,Foundation Stock Service,40%,60%,80%,40%,40%,"['Black & Tan', 'Brindle', 'Fawn', 'Gray', 'White']"
Xoloitzcuintli (standard),"Loyal, Alert, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12222734/Xoloitzcuintli-On-White-01.jpg,"The 3,000-year-old Xoloitzcuintli (pronounced ""show-low-eats-QUEENT-lee""), the ancient Aztec dog of the gods, is today a loving companion and vigilant watchdog. The alert and loyal Xolo comes in three sizes, and in either hairless or coated varieties.",Ranks 140 of 197,18-23 inches,medium,30-55 pounds,middleweight,13-18 years,Non-Sporting Group,20%,20%,80%,60%,60%,"['Black', 'Brindle', 'Bronze', 'Dark Brown', 'Fawn', 'Gray', 'Liver', 'Palomino', 'Red', 'White', 'Black & White', 'Black White & Tan', 'Merle', 'Pink & Brown', 'Tan', 'White & Black']"
Braque Francais Pyrenean,"Friendly, Smart, Willing to Please",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/18142815/Braque-Francais-Pyrenean.jpg,"The Braque Francais Pyrenean is a rustic breed and hails from France. In English, he is the French Pointing Dog Pyrenean Type.",,18.5-23 inches,medium,40-55 pounds,middleweight,,Foundation Stock Service,20%,60%,100%,100%,,"['Chestnut', 'White & Chestnut']"
English Springer Spaniel,"Friendly, Playful, Obedient",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/08110247/English-Springer-Spaniel-On-White-011.jpg,"The English Springer Spaniel is a sweet-faced, lovable bird dog of great energy, stamina, and brains. Sport hunters cherish the duality of working Springers: handsome, mannerly pets during the week, and trusty hunting buddies on weekends.",Ranks 27 of 197,19 inches,medium,40 pounds,middleweight,12-14 years,Sporting Group,40%,40%,60%,100%,80%,"['Black & White', 'Black White & Tan', 'Liver & White', 'Liver White & Tan', 'White & Black', 'White & Liver', 'Lemon & White', 'Orange & White', 'Red & White']"
Samoyed,"Adaptable, Friendly, Gentle",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20122208/Samoyed-standing-in-the-forest.jpg,"The Samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. Powerful, tireless, with a thick all-white coat impervious to cold—Sammies are perfectly beautiful but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The upturned corners of the mouth keep Sammies from drooling, preventing icicles from forming on the face.",Ranks 59 of 197,19-21 inches,medium,35-50 pounds,middleweight,12-14 years,Working Group,60%,60%,80%,40%,80%,"['Biscuit', 'Cream', 'White', 'White & Biscuit']"
Stabyhoun,"Intelligent, Responsive, Loving",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/31125942/AdobeStock_62619970.jpg,"Although occasionally somewhat willful by nature, Stabyhouns are obedient, gentle, and patient dogs, who are deeply fond of their family, wanting to please their owners. He is both a soft-mouthed retriever and a pointer that is particularly useful for hunting ducks and upland birds. He is a fine retriever, and water work is one of his fortes. He is very sharp-eyed, owns a good sense of smell and aptitude, and works fast and efficiently.",,19-21 inches,medium,40-60 pounds,middleweight,13-15 years,Foundation Stock Service,20%,60%,80%,80%,60%,"['Black & White', 'Brown & White', 'Orange & White']"
Harrier,"Friendly, Outgoing, People-Oriented",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/22174432/Harrier3.jpg,"The Harrier is a swift, prey-driven pack hound of medium size first bred in medieval England to chase hare. Outgoing and friendly, the Harrier is much larger than the Beagle but smaller than another close relative, the English Foxhound.",Ranks 189 of 197,19-21 inches,medium,45-60 pounds,heavyweight,12-15 years,Hound Group,40%,40%,100%,80%,80%,"['Black White & Tan', 'Lemon & White', 'Red & White']"
Hanoverian Scenthound,"Loyal, Independent, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03190519/Hanoverian-Scenthound.1.jpg,"The Hanoverian Scenthound has a calm and assured temperament, at the same time sensitive with his handler, and choosy and discerning with strangers. He has high capabilities of concentration in any tracking work with strong loyalty to the hunter in charge.",,19-21 inches,medium,79-99 pounds,super heavyweight,10-14 years,Foundation Stock Service,20%,20%,60%,40%,40%,"['Red', 'Brindle']"
Appenzeller Sennenhund,"Agile, Versatile, Lively",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/07194156/AdobeStock_64186349.jpg,"The Appenzeller Sennenhund is tri-color, medium-sized, and almost squarely built and balanced. He is muscular and agile and makes a good driving, watch, guard, house or farm dog. Due to their versatility and willingness, they excel in agility, obedience, herding and search and rescue.",,19-22 inches,medium,48-70 pounds,heavyweight,12-15 years,Foundation Stock Service,40%,80%,100%,20%,40%,['Black Brown and White']
Braque du Bourbonnais,"Affectionate, Adaptable, Gentle",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01230324/Bourbonnais.jpg,"Pronounced brock-do-bor-bon-NAY, this pointer has a calm, gentle demeanor that is ideally suited for the foot hunter. The breed's relatively small size and short coat well suits them as an ideal home companion for the family that hunts.",,19-22.5 inches,medium,35-53 pounds,middleweight,10-12 years,Foundation Stock Service,20%,,60%,60%,100%,"['Chestnut', 'Fawn']"
Canaan Dog,"Confident, Alert, Vigilant",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12235112/Canaan-Dog-On-White-01.jpg,"One of the AKC's oldest breeds, the Canaan Dog is the national dog of Israel. This quick, medium-sized pasture dog is docile with family, aloof with strangers. The ever-alert Canaan is a vocal and persistent guardian of flock and home.",Ranks 179 of 197,19-23 inches,medium,35-45 pounds,middleweight,12-15 years,Herding Group,40%,100%,60%,40%,40%,"['Black', 'Cream', 'Golden', 'Liver', 'Red', 'Tan', 'White']"
Segugio Italiano,"Friendly, Intelligent, Eager to Please",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/08/07114637/Segugio-Italiano-slideshow-08.jpg,"Calm, responsive, and intelligent, the Segugio Italiano is a tenacious hunter and an excellent pet.",,19-23 inches,medium,40-60 pounds,middleweight,11-13 years,Foundation Stock Service,40%,60%,,,100%,"['Tawny', 'Black & Tan', 'Grizzle', 'Tan & Black']"
Karelian Bear Dog,"Loyal, Independent, Courageous",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/04224543/Karelian-Bear-Dog.jpg,"The Karelian Bear Dog is an eager hunter and very independent, yet works cooperatively to mark game by barking. Their senses, especially smell, are sharp, thus the breed is suitable for big game hunting. They have a very good sense of direction, are balanced, courageous and persistent. This breed has a highly developed spirit for game and are very self-confident. They may be territorial towards other males, but are never aggressive towards people, though they may be slightly reserved.",,19-23.5 inches,medium,44-49 pounds,heavyweight,11-13 years,Foundation Stock Service,60%,,60%,20%,60%,['Black']
Eurasier,"Confident, Calm, Family-Oriented",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28174934/Eurasier.1.jpg,"The Eurasier is a medium-sized dog with a thick, medium-long coat that can come in a variety of colors. Confident, calm, and well-balanced, he is loyal to the entire family, but reserved towards strangers. He must live in close contact with his family, as he is not suited to be kept in kennels or tied up outside.",,19-24 inches,medium,40-70 pounds,middleweight,12-16 years,Foundation Stock Service,60%,60%,60%,60%,40%,"['Black', 'Fawn', 'Red', 'Sable', 'Wolfgray']"
Hamiltonstovare,"Agile, Versatile, Regal",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20110654/Hamiltonstovare-on-White-011.jpg,"The Hamiltonstovare is a versatile scent hound, bred to hunt hare and fox in Sweden. When not hunting, they can be found in the show ring, as their striking color makes them a stunning show dog. Hamiltons have been used as service dogs in America since the late 90s, where their versatility and close bond with their people shine.",,19-24 inches,medium,40-75 pounds,middleweight,14-17 years,Foundation Stock Service,20%,20%,80%,60%,80%,['Tri-Colored']
Dalmatian,"Dignified, Smart, Outgoing",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12234026/Dalmatian-On-White-01.jpg,"The dignified Dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. During their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, travelers, and firefighters.",Ranks 56 of 197,19-24 inches,medium,45-70 pounds,heavyweight,11-13 years,Non-Sporting Group,40%,100%,80%,60%,60%,"['White & Black', 'White & Liver Brown', 'White & Lemon', 'White & Orange', 'White Black & Tan', 'White, Liver & Tan']"
Barbet,"Friendly, Bright, Sweet-Natured",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/11112812/Barbet-standing-in-the-snow.jpg,"An archetypic water dog of France, the Barbet is a rustic breed of medium size and balanced proportions who appears in artwork as early as the 16th century. In profile, the Barbet is slightly rectangular with a substantial head and long, sweeping tail. He has a long, dense covering of curly hair and a distinctive beard. An agile athlete, the Barbet has been used primarily to locate, flush, and retrieve birds. He has a cheerful disposition and is very social and loyal.",,19-24.5 inches,medium,35-65 pounds,middleweight,12-14 years,Sporting Group,40%,20%,60%,60%,80%,"['Black', 'Brown', 'Fawn', 'Gray', 'White']"
